date,state,cases,deaths,percent_uninsured,percent_vaccinated
2020-02-08,Massachusetts,1,0.0,4.160588272,48.0
2020-02-08,Washington,1,0.0,6.2076401725,49.0
2020-02-08,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-09,Arizona,1,0.0,12.081175995,47.0
2020-02-09,California,6,0.0,6.719041321300001,43.5
2020-02-09,Illinois,2,0.0,9.972268492,45.0
2020-02-09,Massachusetts,1,0.0,4.160588272,48.0
2020-02-09,Washington,1,0.0,6.2076401725,49.0
2020-02-09,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-10,Arizona,1,0.0,12.081175995,47.0
2020-02-10,California,7,0.0,8.3365759293,41.0
2020-02-10,Illinois,2,0.0,9.972268492,45.0
2020-02-10,Massachusetts,1,0.0,4.160588272,48.0
2020-02-10,Washington,1,0.0,6.2076401725,49.0
2020-02-10,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-11,Arizona,1,0.0,12.081175995,47.0
2020-02-11,California,7,0.0,8.3365759293,41.0
2020-02-11,Illinois,2,0.0,9.972268492,45.0
2020-02-11,Massachusetts,1,0.0,4.160588272,48.0
2020-02-11,Washington,1,0.0,6.2076401725,49.0
2020-02-11,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-12,Arizona,1,0.0,12.081175995,47.0
2020-02-12,California,7,0.0,8.3365759293,41.0
2020-02-12,Illinois,2,0.0,9.972268492,45.0
2020-02-12,Massachusetts,1,0.0,4.160588272,48.0
2020-02-12,Texas,1,0.0,16.904979007,38.0
2020-02-12,Washington,1,0.0,6.2076401725,49.0
2020-02-12,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-13,Arizona,1,0.0,12.081175995,47.0
2020-02-13,California,7,0.0,8.3365759293,41.0
2020-02-13,Illinois,2,0.0,9.972268492,45.0
2020-02-13,Massachusetts,1,0.0,4.160588272,48.0
2020-02-13,Texas,2,0.0,16.904979007,38.0
2020-02-13,Washington,1,0.0,6.2076401725,49.0
2020-02-13,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-14,Arizona,1,0.0,12.081175995,47.0
2020-02-14,California,7,0.0,8.3365759293,41.0
2020-02-14,Illinois,2,0.0,9.972268492,45.0
2020-02-14,Massachusetts,1,0.0,4.160588272,48.0
2020-02-14,Texas,2,0.0,16.904979007,38.0
2020-02-14,Washington,1,0.0,6.2076401725,49.0
2020-02-14,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-15,Arizona,1,0.0,12.081175995,47.0
2020-02-15,California,7,0.0,8.3365759293,41.0
2020-02-15,Illinois,2,0.0,9.972268492,45.0
2020-02-15,Massachusetts,1,0.0,4.160588272,48.0
2020-02-15,Texas,2,0.0,16.904979007,38.0
2020-02-15,Washington,1,0.0,6.2076401725,49.0
2020-02-15,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-16,Arizona,1,0.0,12.081175995,47.0
2020-02-16,California,7,0.0,8.3365759293,41.0
2020-02-16,Illinois,2,0.0,9.972268492,45.0
2020-02-16,Massachusetts,1,0.0,4.160588272,48.0
2020-02-16,Texas,2,0.0,16.904979007,38.0
2020-02-16,Washington,1,0.0,6.2076401725,49.0
2020-02-16,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-17,Arizona,1,0.0,12.081175995,47.0
2020-02-17,California,7,0.0,8.3365759293,41.0
2020-02-17,Illinois,2,0.0,9.972268492,45.0
2020-02-17,Massachusetts,1,0.0,4.160588272,48.0
2020-02-17,Nebraska,10,0.0,9.9827811288,61.0
2020-02-17,Texas,2,0.0,16.904979007,38.0
2020-02-17,Washington,1,0.0,6.2076401725,49.0
2020-02-17,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-18,Arizona,1,0.0,12.081175995,47.0
2020-02-18,California,7,0.0,8.3365759293,41.0
2020-02-18,Illinois,2,0.0,9.972268492,45.0
2020-02-18,Massachusetts,1,0.0,4.160588272,48.0
2020-02-18,Nebraska,10,0.0,9.9827811288,61.0
2020-02-18,Texas,2,0.0,16.904979007,38.0
2020-02-18,Washington,1,0.0,6.2076401725,49.0
2020-02-18,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-19,Arizona,1,0.0,12.081175995,47.0
2020-02-19,California,7,0.0,8.3365759293,41.0
2020-02-19,Illinois,2,0.0,9.972268492,45.0
2020-02-19,Massachusetts,1,0.0,4.160588272,48.0
2020-02-19,Nebraska,10,0.0,9.9827811288,61.0
2020-02-19,Texas,2,0.0,16.904979007,38.0
2020-02-19,Washington,1,0.0,6.2076401725,49.0
2020-02-19,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-20,Arizona,1,0.0,12.081175995,47.0
2020-02-20,California,8,0.0,8.370852394949999,41.0
2020-02-20,Illinois,2,0.0,9.972268492,45.0
2020-02-20,Massachusetts,1,0.0,4.160588272,48.0
2020-02-20,Nebraska,11,0.0,9.9827811288,61.0
2020-02-20,Texas,2,0.0,16.904979007,38.0
2020-02-20,Washington,1,0.0,6.2076401725,49.0
2020-02-20,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-21,Arizona,1,0.0,12.081175995,47.0
2020-02-21,California,9,0.0,8.3365759293,41.0
2020-02-21,Illinois,2,0.0,9.972268492,45.0
2020-02-21,Massachusetts,1,0.0,4.160588272,48.0
2020-02-21,Nebraska,11,0.0,9.9827811288,61.0
2020-02-21,Texas,4,0.0,16.904979007,38.0
2020-02-21,Washington,1,0.0,6.2076401725,49.0
2020-02-21,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-22,Arizona,1,0.0,12.081175995,47.0
2020-02-22,California,9,0.0,8.3365759293,41.0
2020-02-22,Illinois,2,0.0,9.972268492,45.0
2020-02-22,Massachusetts,1,0.0,4.160588272,48.0
2020-02-22,Nebraska,11,0.0,9.9827811288,61.0
2020-02-22,Texas,4,0.0,16.904979007,38.0
2020-02-22,Washington,1,0.0,6.2076401725,49.0
2020-02-22,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-23,Arizona,1,0.0,12.081175995,47.0
2020-02-23,California,9,0.0,8.3365759293,41.0
2020-02-23,Illinois,2,0.0,9.972268492,45.0
2020-02-23,Massachusetts,1,0.0,4.160588272,48.0
2020-02-23,Nebraska,11,0.0,9.9827811288,61.0
2020-02-23,Texas,4,0.0,16.904979007,38.0
2020-02-23,Washington,1,0.0,6.2076401725,49.0
2020-02-23,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-24,Arizona,1,0.0,12.081175995,47.0
2020-02-24,California,11,0.0,7.3762565542,41.0
2020-02-24,Illinois,2,0.0,9.972268492,45.0
2020-02-24,Massachusetts,1,0.0,4.160588272,48.0
2020-02-24,Nebraska,12,0.0,9.9827811288,61.0
2020-02-24,Texas,10,0.0,16.904979007,38.0
2020-02-24,Washington,5,0.0,6.105069093799999,47.5
2020-02-24,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-25,Arizona,1,0.0,12.081175995,47.0
2020-02-25,California,11,0.0,7.3762565542,41.0
2020-02-25,Illinois,2,0.0,9.972268492,45.0
2020-02-25,Massachusetts,1,0.0,4.160588272,48.0
2020-02-25,Nebraska,13,0.0,9.9827811288,61.0
2020-02-25,Texas,10,0.0,16.904979007,38.0
2020-02-25,Utah,1,0.0,10.959295382,49.0
2020-02-25,Washington,5,0.0,6.105069093799999,47.5
2020-02-25,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-26,Arizona,1,0.0,12.081175995,47.0
2020-02-26,California,26,0.0,7.5824442529,41.0
2020-02-26,Illinois,2,0.0,9.972268492,45.0
2020-02-26,Massachusetts,1,0.0,4.160588272,48.0
2020-02-26,Nebraska,13,0.0,9.9827811288,61.0
2020-02-26,Texas,10,0.0,16.904979007,38.0
2020-02-26,Utah,1,0.0,10.959295382,49.0
2020-02-26,Washington,5,0.0,6.105069093799999,47.5
2020-02-26,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-27,Arizona,1,0.0,12.081175995,47.0
2020-02-27,California,26,0.0,7.5824442529,41.0
2020-02-27,Illinois,2,0.0,9.972268492,45.0
2020-02-27,Massachusetts,1,0.0,4.160588272,48.0
2020-02-27,Nebraska,13,0.0,9.9827811288,61.0
2020-02-27,Texas,10,0.0,16.904979007,38.0
2020-02-27,Utah,1,0.0,10.959295382,49.0
2020-02-27,Washington,5,0.0,6.105069093799999,47.5
2020-02-27,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-28,Arizona,1,0.0,12.081175995,47.0
2020-02-28,California,27,0.0,7.5824442529,41.0
2020-02-28,Illinois,2,0.0,9.972268492,45.0
2020-02-28,Massachusetts,1,0.0,4.160588272,48.0
2020-02-28,Nebraska,13,0.0,9.9827811288,61.0
2020-02-28,Oregon,1,0.0,7.1683442302,47.0
2020-02-28,Texas,11,0.0,16.904979007,38.0
2020-02-28,Utah,1,0.0,10.959295382,49.0
2020-02-28,Washington,7,0.0,6.2076401725,49.0
2020-02-28,Wisconsin,1,0.0,5.0612981137,65.0
2020-02-29,Arizona,1,0.0,12.081175995,47.0
2020-02-29,California,28,0.0,7.5824442529,41.0
2020-02-29,Illinois,3,0.0,9.972268492,45.0
2020-02-29,Massachusetts,1,0.0,4.160588272,48.0
2020-02-29,Nebraska,13,0.0,9.9827811288,61.0
2020-02-29,Oregon,1,0.0,7.1683442302,47.0
2020-02-29,Texas,11,0.0,16.904979007,38.0
2020-02-29,Utah,1,0.0,10.959295382,49.0
2020-02-29,Washington,10,1.0,6.2076401725,49.0
2020-02-29,Wisconsin,1,0.0,5.0612981137,65.0
2020-03-01,Arizona,1,0.0,12.081175995,47.0
2020-03-01,California,33,0.0,6.999190716,42.0
2020-03-01,Florida,2,0.0,15.171884441500001,43.5
2020-03-01,Illinois,3,0.0,9.972268492,45.0
2020-03-01,Massachusetts,1,0.0,4.160588272,48.0
2020-03-01,Nebraska,13,0.0,9.9827811288,61.0
2020-03-01,New York,1,0.0,7.553584597232984,42.019021950112986
2020-03-01,Oregon,2,0.0,7.1683442302,47.0
2020-03-01,Texas,11,0.0,16.904979007,38.0
2020-03-01,Utah,1,0.0,10.959295382,49.0
2020-03-01,Washington,17,3.0,6.2076401725,49.0
2020-03-01,Wisconsin,1,0.0,5.0612981137,65.0
2020-03-02,Arizona,1,0.0,12.081175995,47.0
2020-03-02,California,38,0.0,6.0993653684,43.5
2020-03-02,Florida,2,0.0,15.171884441500001,43.5
2020-03-02,Georgia,2,0.0,13.043439336,46.0
2020-03-02,Illinois,4,0.0,9.972268492,45.0
2020-03-02,Massachusetts,2,0.0,3.2116562014000003,52.0
2020-03-02,Nebraska,13,0.0,9.9827811288,61.0
2020-03-02,New Hampshire,1,0.0,8.4228177595,40.0
2020-03-02,New York,1,0.0,7.553584597232984,42.019021950112986
2020-03-02,Oregon,2,0.0,7.1683442302,47.0
2020-03-02,Texas,11,0.0,16.904979007,38.0
2020-03-02,Utah,1,0.0,10.959295382,49.0
2020-03-02,Washington,23,6.0,6.225335192199999,48.0
2020-03-02,Wisconsin,1,0.0,5.0612981137,65.0
2020-03-03,Arizona,2,0.0,12.081175995,47.0
2020-03-03,California,45,0.0,5.8956173288,44.0
2020-03-03,Florida,3,0.0,15.171884441500001,43.5
2020-03-03,Georgia,2,0.0,13.043439336,46.0
2020-03-03,Illinois,4,0.0,9.972268492,45.0
2020-03-03,Massachusetts,2,0.0,3.2116562014000003,52.0
2020-03-03,Nebraska,13,0.0,9.9827811288,61.0
2020-03-03,New Hampshire,2,0.0,8.4228177595,40.0
2020-03-03,New York,2,0.0,7.553584597232984,42.019021950112986
2020-03-03,North Carolina,1,0.0,10.00219295,59.0
2020-03-03,Oregon,2,0.0,7.1683442302,47.0
2020-03-03,Texas,11,0.0,16.904979007,38.0
2020-03-03,Utah,1,0.0,10.959295382,49.0
2020-03-03,Washington,32,10.0,6.225335192199999,48.0
2020-03-03,Wisconsin,1,0.0,5.0612981137,65.0
2020-03-04,Arizona,2,0.0,12.081175995,47.0
2020-03-04,California,55,1.0,5.8956173288,44.0
2020-03-04,Florida,3,0.0,15.171884441500001,43.5
2020-03-04,Georgia,2,0.0,13.043439336,46.0
2020-03-04,Illinois,4,0.0,9.972268492,45.0
2020-03-04,Massachusetts,2,0.0,3.2116562014000003,52.0
2020-03-04,Nebraska,13,0.0,9.9827811288,61.0
2020-03-04,New Hampshire,2,0.0,8.4228177595,40.0
2020-03-04,New Jersey,1,0.0,8.6233725255,50.0
2020-03-04,New York,11,0.0,7.241461811716492,46.50951097505649
2020-03-04,North Carolina,1,0.0,10.00219295,59.0
2020-03-04,Oregon,2,0.0,7.1683442302,47.0
2020-03-04,Texas,12,0.0,15.2117441405,42.0
2020-03-04,Utah,1,0.0,10.959295382,49.0
2020-03-04,Washington,47,11.0,6.2430302119,47.0
2020-03-04,Wisconsin,1,0.0,5.0612981137,65.0
2020-03-05,Arizona,2,0.0,12.081175995,47.0
2020-03-05,California,67,1.0,5.8956173288,44.0
2020-03-05,Colorado,2,0.0,5.2654688523,52.5
2020-03-05,Florida,4,0.0,14.289538971,41.0
2020-03-05,Georgia,2,0.0,13.043439336,46.0
2020-03-05,Illinois,5,0.0,9.972268492,45.0
2020-03-05,Maryland,3,0.0,7.9719082796,53.0
2020-03-05,Massachusetts,3,0.0,3.0072168971,56.0
2020-03-05,Nebraska,13,0.0,9.9827811288,61.0
2020-03-05,Nevada,2,0.0,12.852724866500001,39.5
2020-03-05,New Hampshire,2,0.0,8.4228177595,40.0
2020-03-05,New Jersey,2,0.0,8.6233725255,50.0
2020-03-05,New York,22,0.0,6.9293390262,51.0
2020-03-05,North Carolina,1,0.0,10.00219295,59.0
2020-03-05,Oregon,2,0.0,7.1683442302,47.0
2020-03-05,Tennessee,1,0.0,6.2931906392,56.0
2020-03-05,Texas,16,0.0,16.904979007,44.0
2020-03-05,Utah,1,0.0,10.959295382,49.0
2020-03-05,Washington,75,11.0,6.2430302119,47.0
2020-03-05,Wisconsin,1,0.0,5.0612981137,65.0
2020-03-06,Arizona,3,0.0,11.554570374,44.5
2020-03-06,California,81,1.0,5.93706780065,44.0
2020-03-06,Colorado,8,0.0,7.610916447,51.0
2020-03-06,Florida,7,2.0,16.054229912,41.0
2020-03-06,Georgia,3,0.0,16.0759237475,45.5
2020-03-06,Hawaii,1,0.0,4.1260748609,46.0
2020-03-06,Illinois,6,0.0,9.972268492,45.0
2020-03-06,Indiana,1,0.0,11.683586369,49.0
2020-03-06,Kentucky,1,0.0,7.3672310501,54.0
2020-03-06,Maryland,3,0.0,7.9719082796,53.0
2020-03-06,Massachusetts,8,0.0,3.0072168971,56.0
2020-03-06,Minnesota,1,0.0,5.7838970972,52.0
2020-03-06,Nebraska,14,0.0,9.9827811288,61.0
2020-03-06,Nevada,2,0.0,12.852724866500001,39.5
2020-03-06,New Hampshire,2,0.0,8.4228177595,40.0
2020-03-06,New Jersey,4,0.0,8.1328136391,51.0
2020-03-06,New York,44,0.0,6.4481700030999995,51.5
2020-03-06,North Carolina,2,0.0,12.125296313,59.0
2020-03-06,Oklahoma,1,0.0,15.385950425,52.0
2020-03-06,Oregon,2,0.0,7.1683442302,47.0
2020-03-06,Pennsylvania,2,0.0,6.578233732499999,50.5
2020-03-06,South Carolina,2,0.0,12.609338169,50.0
2020-03-06,Tennessee,1,0.0,6.2931906392,56.0
2020-03-06,Texas,19,0.0,16.904979007,44.0
2020-03-06,Utah,3,0.0,10.959295382,49.0
2020-03-06,Washington,86,12.0,6.9433220721,46.5
2020-03-06,Wisconsin,1,0.0,5.0612981137,65.0
2020-03-07,Arizona,5,0.0,11.554570374,44.5
2020-03-07,California,100,1.0,6.88630902675,44.0
2020-03-07,Colorado,8,0.0,7.610916447,51.0
2020-03-07,District of Columbia,1,0.0,4.3005780747,38.0
2020-03-07,Florida,12,2.0,15.3385930905,41.5
2020-03-07,Georgia,7,0.0,16.0978358665,45.5
2020-03-07,Hawaii,1,0.0,4.1260748609,46.0
2020-03-07,Illinois,6,0.0,9.972268492,45.0
2020-03-07,Indiana,1,0.0,11.683586369,49.0
2020-03-07,Kansas,1,0.0,7.1642662934,58.0
2020-03-07,Kentucky,1,0.0,7.3672310501,54.0
2020-03-07,Maryland,3,0.0,7.9719082796,53.0
2020-03-07,Massachusetts,13,0.0,3.1749146469,53.5
2020-03-07,Minnesota,1,0.0,5.7838970972,52.0
2020-03-07,Missouri,1,0.0,8.0466765257,54.0
2020-03-07,Nebraska,14,0.0,9.9827811288,61.0
2020-03-07,Nevada,2,0.0,12.852724866500001,39.5
2020-03-07,New Hampshire,4,0.0,6.998782880049999,46.5
2020-03-07,New Jersey,4,0.0,8.1328136391,51.0
2020-03-07,New York,89,0.0,5.96700098,52.0
2020-03-07,North Carolina,2,0.0,12.125296313,59.0
2020-03-07,Oklahoma,1,0.0,15.385950425,52.0
2020-03-07,Oregon,6,0.0,9.3412378411,43.0
2020-03-07,Pennsylvania,4,0.0,5.5536854806,55.0
2020-03-07,South Carolina,2,0.0,12.609338169,50.0
2020-03-07,Tennessee,1,0.0,6.2931906392,56.0
2020-03-07,Texas,19,0.0,16.904979007,44.0
2020-03-07,Utah,3,0.0,10.959295382,49.0
2020-03-07,Vermont,1,0.0,5.9519796232,51.0
2020-03-07,Virginia,1,0.0,9.0231821443,51.0
2020-03-07,Washington,110,16.0,6.9983762353,46.0
2020-03-07,Wisconsin,1,0.0,5.0612981137,65.0
2020-03-08,Arizona,5,0.0,11.554570374,44.5
2020-03-08,California,112,1.0,6.88630902675,44.0
2020-03-08,Colorado,8,0.0,7.610916447,51.0
2020-03-08,Connecticut,1,0.0,8.896320055,52.0
2020-03-08,District of Columbia,1,0.0,4.3005780747,38.0
2020-03-08,Florida,13,2.0,15.3385930905,41.5
2020-03-08,Georgia,11,0.0,13.789606752,46.0
2020-03-08,Hawaii,2,0.0,4.1260748609,46.0
2020-03-08,Illinois,7,0.0,9.972268492,45.0
2020-03-08,Indiana,2,0.0,9.150627248500001,52.0
2020-03-08,Iowa,3,0.0,5.5068975685,63.0
2020-03-08,Kansas,1,0.0,7.1642662934,58.0
2020-03-08,Kentucky,4,0.0,6.5204735106,52.0
2020-03-08,Maryland,5,0.0,6.3586343809,53.0
2020-03-08,Massachusetts,28,0.0,3.1634715682,51.0
2020-03-08,Minnesota,2,0.0,4.4784293556999994,52.5
2020-03-08,Missouri,1,0.0,8.0466765257,54.0
2020-03-08,Nebraska,16,0.0,9.9827811288,61.0
2020-03-08,Nevada,4,0.0,12.852724866500001,39.5
2020-03-08,New Hampshire,4,0.0,6.998782880049999,46.5
2020-03-08,New Jersey,6,0.0,8.6233725255,50.0
2020-03-08,New York,106,0.0,5.96700098,51.0
2020-03-08,North Carolina,2,0.0,12.125296313,59.0
2020-03-08,Oklahoma,1,0.0,15.385950425,52.0
2020-03-08,Oregon,13,0.0,9.3412378411,43.0
2020-03-08,Pennsylvania,6,0.0,5.5536854806,55.0
2020-03-08,South Carolina,6,0.0,12.926273078,50.0
2020-03-08,Tennessee,3,0.0,11.749753252,49.0
2020-03-08,Texas,23,0.0,16.904979007,44.0
2020-03-08,Utah,3,0.0,10.959295382,49.0
2020-03-08,Vermont,1,0.0,5.9519796232,51.0
2020-03-08,Virginia,2,0.0,9.0231821443,51.0
2020-03-08,Washington,141,19.0,6.9433220721,46.5
2020-03-08,Wisconsin,1,0.0,5.0612981137,65.0
2020-03-09,Arizona,6,0.0,11.027964753,47.0
2020-03-09,California,172,2.0,7.0985887624,44.0
2020-03-09,Colorado,12,0.0,7.610916447,52.0
2020-03-09,Connecticut,2,0.0,8.896320055,52.0
2020-03-09,District of Columbia,4,0.0,4.3005780747,38.0
2020-03-09,Florida,14,2.0,15.3385930905,41.5
2020-03-09,Georgia,17,0.0,14.853071259,46.5
2020-03-09,Hawaii,2,0.0,4.1260748609,46.0
2020-03-09,Illinois,11,0.0,9.972268492,45.0
2020-03-09,Indiana,4,0.0,10.397615319,49.0
2020-03-09,Iowa,8,0.0,5.54799575195,61.0
2020-03-09,Kansas,1,0.0,7.1642662934,58.0
2020-03-09,Kentucky,5,0.0,6.5204735106,52.0
2020-03-09,Louisiana,1,0.0,11.564760787,42.0
2020-03-09,Maryland,6,0.0,7.9719082796,53.0
2020-03-09,Massachusetts,41,0.0,3.1634715682,51.0
2020-03-09,Minnesota,2,0.0,4.4784293556999994,52.5
2020-03-09,Missouri,1,0.0,8.0466765257,54.0
2020-03-09,Nebraska,16,0.0,9.9827811288,61.0
2020-03-09,Nevada,4,0.0,12.852724866500001,39.5
2020-03-09,New Hampshire,4,0.0,6.998782880049999,46.5
2020-03-09,New Jersey,11,0.0,9.96051018475,48.5
2020-03-09,New York,142,0.0,5.96700098,51.0
2020-03-09,North Carolina,7,0.0,12.125296313,59.0
2020-03-09,Ohio,3,0.0,6.6112558837,49.0
2020-03-09,Oklahoma,1,0.0,15.385950425,52.0
2020-03-09,Oregon,13,0.0,9.3412378411,43.0
2020-03-09,Pennsylvania,10,0.0,6.509038782899999,50.5
2020-03-09,South Carolina,7,0.0,12.926273078,50.0
2020-03-09,Tennessee,4,0.0,11.749753252,49.0
2020-03-09,Texas,24,0.0,15.2117441405,45.0
2020-03-09,Utah,3,0.0,10.959295382,49.0
2020-03-09,Vermont,1,0.0,5.9519796232,51.0
2020-03-09,Virginia,5,0.0,8.9860593083,49.5
2020-03-09,Washington,179,22.0,6.9433220721,46.5
2020-03-09,Wisconsin,2,0.0,4.97233143195,60.0
2020-03-10,Arizona,6,0.0,11.027964753,47.0
2020-03-10,California,179,3.0,7.3566808744,44.0
2020-03-10,Colorado,17,0.0,8.0679862794,51.5
2020-03-10,Connecticut,2,0.0,8.896320055,52.0
2020-03-10,District of Columbia,4,0.0,4.3005780747,38.0
2020-03-10,Florida,23,2.0,14.622956269,44.0
2020-03-10,Georgia,22,0.0,15.711928336,46.0
2020-03-10,Hawaii,2,0.0,4.1260748609,46.0
2020-03-10,Illinois,19,0.0,9.1037245076,49.0
2020-03-10,Indiana,6,0.0,10.397615319,49.0
2020-03-10,Iowa,13,0.0,5.54799575195,61.0
2020-03-10,Kansas,1,0.0,7.1642662934,58.0
2020-03-10,Kentucky,7,0.0,6.5204735106,52.0
2020-03-10,Louisiana,6,0.0,10.71402912205,39.5
2020-03-10,Maryland,9,0.0,7.9719082796,53.0
2020-03-10,Massachusetts,92,0.0,3.25304198245,52.0
2020-03-10,Michigan,2,0.0,5.86407317265,47.0
2020-03-10,Minnesota,3,0.0,4.5945471817,52.0
2020-03-10,Missouri,1,0.0,8.0466765257,54.0
2020-03-10,Nebraska,17,0.0,9.9827811288,61.0
2020-03-10,Nevada,4,0.0,12.852724866500001,39.5
2020-03-10,New Hampshire,5,0.0,6.998782880049999,46.5
2020-03-10,New Jersey,15,1.0,8.6233725255,50.0
2020-03-10,New York,173,0.0,5.96700098,51.0
2020-03-10,North Carolina,7,0.0,12.125296313,59.0
2020-03-10,Ohio,3,0.0,6.6112558837,49.0
2020-03-10,Oklahoma,2,0.0,15.385950425,52.0
2020-03-10,Oregon,14,0.0,8.78466208485,43.0
2020-03-10,Pennsylvania,12,0.0,7.4643920852,47.0
2020-03-10,South Carolina,9,0.0,12.926273078,50.0
2020-03-10,South Dakota,5,1.0,11.09483301105,56.0
2020-03-10,Tennessee,7,0.0,11.012310912,49.5
2020-03-10,Texas,31,0.0,17.239952695,47.0
2020-03-10,Utah,4,0.0,10.5240575895,47.5
2020-03-10,Vermont,1,0.0,5.9519796232,51.0
2020-03-10,Virginia,8,0.0,8.9489364723,51.0
2020-03-10,Washington,279,24.0,7.29424285995,47.0
2020-03-10,Wisconsin,3,0.0,4.97233143195,60.0
2020-03-11,Arizona,9,0.0,11.027964753,47.0
